,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
700,700,".The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar",The Tin Drum [or Die Blechtrommel],The_Tin_Drum,True,3,3,0,12,"{'entity': 'I-ORG', 'score': 0.39588478, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
701,701,".The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar."" This novel features a character who breaks glass with his high voice while a member of Bebra's troupe of performing midgets",The Tin Drum [or Die Blechtrommel],Glass,False,4,1,0,5,"{'entity': 'I-PER', 'score': 0.31348702, 'index': 1, 'word': 'Glass', 'start': 0, 'end': 5}"
702,702,".The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar."" This novel features a character who breaks glass with his high voice while a member of Bebra's troupe of performing midgets. One character in this novel dies after swallowing a Nazi party pin",The Tin Drum [or Die Blechtrommel],The_Tin_Drum,True,5,3,0,12,"{'entity': 'I-ORG', 'score': 0.39588478, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
703,703,".The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar."" This novel features a character who breaks glass with his high voice while a member of Bebra's troupe of performing midgets. One character in this novel dies after swallowing a Nazi party pin. Its protagonist refuses to grow after he receives the title object for his third birthday",The Tin Drum [or Die Blechtrommel],The_Tin_Drum,True,6,3,0,12,"{'entity': 'I-ORG', 'score': 0.39588478, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
704,704,".The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar."" This novel features a character who breaks glass with his high voice while a member of Bebra's troupe of performing midgets. One character in this novel dies after swallowing a Nazi party pin. Its protagonist refuses to grow after he receives the title object for his third birthday. For 10 points, name this novel about Oskar Matzerath, the owner of the title instrument, by Günter Grass",The Tin Drum [or Die Blechtrommel],The_Tin_Drum,True,7,3,0,12,"{'entity': 'I-ORG', 'score': 0.39588478, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
705,705,".The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar."" This novel features a character who breaks glass with his high voice while a member of Bebra's troupe of performing midgets. One character in this novel dies after swallowing a Nazi party pin. Its protagonist refuses to grow after he receives the title object for his third birthday. For 10 points, name this novel about Oskar Matzerath, the owner of the title instrument, by Günter Grass.",The Tin Drum [or Die Blechtrommel],The_Tin_Drum,True,8,3,0,12,"{'entity': 'I-ORG', 'score': 0.39588478, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
706,706,"The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki. Its protagonist plays in a jazz band at a nightclub called ""The Onion Cellar."" This novel features a character who breaks glass with his high voice while a member of Bebra's troupe of performing midgets. One character in this novel dies after swallowing a Nazi party pin. Its protagonist refuses to grow after he receives the title object for his third birthday. For 10 points, name this novel about Oskar Matzerath, the owner of the title instrument, by Günter Grass.",The Tin Drum [or Die Blechtrommel],The_Tin_Drum,True,7,3,0,12,"{'entity': 'I-ORG', 'score': 0.39588478, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
707,707,.This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith,Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,2,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
708,708,.This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith. He showed a woman standing in front of a painting of the Last Judgment in Woman Holding a Balance,Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,3,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
709,709,".This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith. He showed a woman standing in front of a painting of the Last Judgment in Woman Holding a Balance. The shore of the Schie River dominates one work by this artist, who also painted a woman in a blue-and-yellow turban looking over her left shoulder",Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,4,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
710,710,".This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith. He showed a woman standing in front of a painting of the Last Judgment in Woman Holding a Balance. The shore of the Schie River dominates one work by this artist, who also painted a woman in a blue-and-yellow turban looking over her left shoulder. The Hockney-Falco thesis alleges that he used a camera obscura to paint works like The Music Lesson",Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,5,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
711,711,".This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith. He showed a woman standing in front of a painting of the Last Judgment in Woman Holding a Balance. The shore of the Schie River dominates one work by this artist, who also painted a woman in a blue-and-yellow turban looking over her left shoulder. The Hockney-Falco thesis alleges that he used a camera obscura to paint works like The Music Lesson. For 10 points, name this Dutch painter of View of Delft and Girl with a Pearl Earring",Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,6,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
712,712,".This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith. He showed a woman standing in front of a painting of the Last Judgment in Woman Holding a Balance. The shore of the Schie River dominates one work by this artist, who also painted a woman in a blue-and-yellow turban looking over her left shoulder. The Hockney-Falco thesis alleges that he used a camera obscura to paint works like The Music Lesson. For 10 points, name this Dutch painter of View of Delft and Girl with a Pearl Earring.",Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,7,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
713,713,"This artist painted a crushed snake on the floor in front of a woman looking up at a glass sphere in his Allegory of Faith. He showed a woman standing in front of a painting of the Last Judgment in Woman Holding a Balance. The shore of the Schie River dominates one work by this artist, who also painted a woman in a blue-and-yellow turban looking over her left shoulder. The Hockney-Falco thesis alleges that he used a camera obscura to paint works like The Music Lesson. For 10 points, name this Dutch painter of View of Delft and Girl with a Pearl Earring.",Jan Vermeer [or Johannes Vermeer; or Johan Vermeer],Snake_River,False,6,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
714,714,".This author wrote a play in which a woman dreams that she gives birth to a snake that bites at her breast, drawing both blood and milk",Aeschylus,Snake_River,False,2,2,0,11,"{'entity': 'I-LOC', 'score': 0.85372865, 'index': 1, 'word': 'Snake', 'start': 0, 'end': 5}"
715,715,".This author wrote a play in which a woman dreams that she gives birth to a snake that bites at her breast, drawing both blood and milk. Another play by this author is set into motion when Eteocles refuses to step down as king, which prompts a group that includes Adrastus and Tydeus to invade the title city",Aeschylus,Seven_Against_Thebes,False,3,3,0,20,"{'entity': 'I-MISC', 'score': 0.41677967, 'index': 1, 'word': 'Seven', 'start': 0, 'end': 5}"
716,716,".This author wrote a play in which a woman dreams that she gives birth to a snake that bites at her breast, drawing both blood and milk. Another play by this author is set into motion when Eteocles refuses to step down as king, which prompts a group that includes Adrastus and Tydeus to invade the title city. This author wrote a trilogy in which the Furies are renamed ""The Kindly Ones"" after the title character is acquitted of his mother Clytemnestra's murder",Aeschylus,Oresteia,False,4,1,0,8,"{'entity': 'I-ORG', 'score': 0.6912874, 'index': 1, 'word': 'Or', 'start': 0, 'end': 2}"
717,717,".This author wrote a play in which a woman dreams that she gives birth to a snake that bites at her breast, drawing both blood and milk. Another play by this author is set into motion when Eteocles refuses to step down as king, which prompts a group that includes Adrastus and Tydeus to invade the title city. This author wrote a trilogy in which the Furies are renamed ""The Kindly Ones"" after the title character is acquitted of his mother Clytemnestra's murder. For 10 points, name this ancient Greek playwright, the author of Seven Against Thebes and the Oresteia",Aeschylus,Oresteia,False,5,1,0,8,"{'entity': 'I-ORG', 'score': 0.6912874, 'index': 1, 'word': 'Or', 'start': 0, 'end': 2}"
718,718,".This author wrote a play in which a woman dreams that she gives birth to a snake that bites at her breast, drawing both blood and milk. Another play by this author is set into motion when Eteocles refuses to step down as king, which prompts a group that includes Adrastus and Tydeus to invade the title city. This author wrote a trilogy in which the Furies are renamed ""The Kindly Ones"" after the title character is acquitted of his mother Clytemnestra's murder. For 10 points, name this ancient Greek playwright, the author of Seven Against Thebes and the Oresteia.",Aeschylus,Oresteia,False,6,1,0,8,"{'entity': 'I-ORG', 'score': 0.6912874, 'index': 1, 'word': 'Or', 'start': 0, 'end': 2}"
